nuclide,Z,A,isomer_keV,isomer_u_keV,isomer_t_s,isomer_jp,gateway_keV,gateway_u_keV,dE_keV,gateway_jp,gateway_t_s,gateway_t_op,observed,multipole,p_release,p_return,p_unknown,beta,E_released_keV,leverage,gamma_GI_eV,width_kind,gJ,sigma_int_b_eV,doppler_fwhm_eV,sigma_eff_b,N_areal_cm2,thickness_cm,neec,atomic
82rb,37,82,69,1.5,23299.2,5-,192.2,1.6,123.2,6+,1.23e-08,,1,E1,0,1,0,0.950841,123.2,1,3.70925e-08,measured,1.18182,0.0221982,0.166835,0.124992,8.41417e+24,168.283,0,0
82rb,37,82,69,1.5,23299.2,5-,244.6,1.2,175.6,(3-),3.5e-10,,0,E2,1,0,0,1.88059,244.6,1.39294,2.85801e-09,Weisskopf E2,0.636364,0.000453338,0.237795,0.0017909,2.96917e+26,5938.33,0,0
82rb,37,82,69,1.5,23299.2,5-,256.2,1.6,187.2,7(+),5e-09,LT,0,M2,0,1,0,1.95084,187.2,1,9.99629e-11,Weisskopf M2,1.36364,2.98971e-05,0.253503,0.000110789,4.62681e+27,92536.2,0,0
82rb,37,82,69,1.5,23299.2,5-,310.2,1.3,241.2,(4-),,,1,M1,0.666667,0.333333,0,2.25373,287.2,1.19071,0.000517232,Weisskopf M1,0.818182,55.9093,0.326629,160.798,2.75943e+21,0.0551885,0,0
82rb,37,82,69,1.5,23299.2,5-,394.2,1.5,325.2,(6-),,,1,M1,0,1,0,1,325.2,1,0.00126767,Weisskopf M1,1.18182,108.882,0.44038,232.263,4.30546e+21,0.0861092,0,0
82rb,37,82,69,1.5,23299.2,5-,439.9,1.5,370.9,(5-),,,1,M1,0.333333,0.666667,0,2.12686,393.9,1.06201,0.00188072,Weisskopf M1,1,105.078,0.502267,196.53,2.39238e+21,0.0478476,0,0
82rb,37,82,69,1.5,23299.2,5-,484.9,1.5,415.9,6-,,,1,M1,0,1,0,1,415.9,1,0.00265168,Weisskopf M1,1.18182,139.25,0.563205,232.263,4.30546e+21,0.0861092,0,0
82rb,37,82,69,1.5,23299.2,5-,534,1.7,465,(4),,,1,,0,1,0,1.5,465,1,,unknown,0.818182,,0.629695,,,,0,0
82rb,37,82,69,1.5,23299.2,5-,691.5,1.5,622.5,(7-),,,1,E2,1.11022e-16,1,0,1.9958,622.5,1,1.60006e-06,Weisskopf E2,1.36364,0.0432773,0.842979,0.0482274,1.03894e+25,207.787,0,0
84rb,37,84,463.59,0.08,1215.6,6-,466.64,0.16,3.05,5-,9e-09,,1,M1,0.559051,0.440949,0,1.07133,262.22,85.9739,2.23531e-08,measured,0.846154,15.6275,0.00408079,3597.46,2.59465e+20,0.0051893,1,1
84rb,37,84,463.59,0.08,1215.6,6-,472.4,0.12,8.81,(4-),,,0,E2,1,0,0,1.96684,472.4,53.6209,9.38153e-16,Weisskopf E2,0.692308,6.43168e-08,0.0117875,5.12571e-06,9.91922e+28,1.98384e+06,1,1
84rb,37,84,463.59,0.08,1215.6,6-,543.28,0.12,79.69,(5+),1.1e-08,,1,E1,0.869856,0.130144,0,2.50306,482.947,6.06032,2.77165e-10,measured,0.846154,0.000283846,0.106622,0.00250084,1.59751e+26,3195.02,0,1
84rb,37,84,463.59,0.08,1215.6,6-,572.9,0.6,109.31,(6+),,,1,E1,0.868384,0.131616,0,2.66972,511.884,4.68287,0.00164892,Weisskopf E1,1,1060.67,0.146253,6812.83,5.49802e+19,0.0010996,0,0
84rb,37,84,463.59,0.08,1215.6,6-,602.1,0.6,138.51,4- 5 6,,,1,,0.553516,0.446484,0,2.06073,395.114,2.85261,,unknown,1,,0.185322,,,,0,0
84rb,37,84,463.59,0.08,1215.6,6-,613.6,0.4,150.01,(4 5)-,,,1,,0.519684,0.480316,0,2.01272,390.93,2.60603,,unknown,1,,0.200708,,,,0,0
84rb,37,84,463.59,0.08,1215.6,6-,619.7,0.4,156.11,(7+),,,0,E1,0.868384,0.131616,0,3.1122,558.684,3.57879,0.00480298,Weisskopf E1,1.15385,1747.83,0.20887,7860.96,4.08749e+19,0.000817499,0,0
84rb,37,84,463.59,0.08,1215.6,6-,677.99,0.13,214.4,(7-),,,1,M1,0,1,0,0.981451,214.4,1,0.000363269,Weisskopf M1,1.15385,70.0857,0.28686,229.515,4.43937e+21,0.0887873,0,0
84rb,37,84,463.59,0.08,1215.6,6-,702.8,0.4,239.21,(8+),,,0,M2,0.868384,0.131616,0,3.91735,641.784,2.68293,3.46085e-10,Weisskopf M2,1.30769,6.07902e-05,0.320055,0.000178427,1.4307e+27,28613.9,0,0
84rb,37,84,463.59,0.08,1215.6,6-,1397.8,0.3,934.21,(8-),,,0,E2,0,1,0,1.98041,934.21,1,1.25782e-05,Weisskopf E2,1.30769,0.144856,1.24994,0.108867,4.63816e+24,92.7633,0,0
84rb,37,84,463.59,0.08,1215.6,6-,1662.3,0.4,1198.71,(8-),,,0,E2,0.54961,0.45039,0,3.83962,1453.5,1.21256,4.37487e-05,Weisskopf E2,1.30769,0.306017,1.60383,0.179241,1.45303e+24,29.0606,0,0
84rb,37,84,463.59,0.08,1215.6,6-,1745.1,1,1281.51,(7-),,,0,M1,0.559051,0.440949,0,2.07133,1540.68,1.20224,0.0775746,Weisskopf M1,1.15385,418.916,1.71462,229.515,2.10348e+21,0.0420697,0,0
86rb,37,86,556.05,0.18,61.02,6-,780.3,0.3,224.25,(7)-,,,1,M1,0,1,0,1,224.25,1,0.000415672,Weisskopf M1,1.15385,73.3056,0.296529,232.231,4.30606e+21,0.0861212,0,0
86rb,37,86,556.05,0.18,61.02,6-,1092.8,0.4,536.75,(5)-,,,1,M1,0.295775,0.704225,0,1.59155,701.215,1.30641,0.00569994,Weisskopf M1,0.846154,128.67,0.709753,170.303,3.68942e+21,0.0737884,0,0
86rb,37,86,556.05,0.18,61.02,6-,1248,1.1,691.95,4-,,,1,E2,0,1,0,1,691.95,1,2.8933e-06,Weisskopf E2,0.692308,0.0321548,0.914976,0.0330131,3.0291e+25,605.819,0,0
86rb,37,86,556.05,0.18,61.02,6-,1558.5,0.3,1002.45,(7+),,,1,E1,0,1,0,1.84034,1002.45,1,1.29187,Weisskopf E1,1.15385,11401.1,1.32556,8079.75,6.7252e+19,0.00134504,0,0
86rb,37,86,556.05,0.18,61.02,6-,1683.7,0.3,1127.65,(8+),,,0,M2,0,1,0,2.70257,1127.65,1,8.1841e-07,Weisskopf M2,1.30769,0.00646891,1.49111,0.00407542,9.07928e+25,1815.86,0,0
90rb,37,90,106.9,0.03,258,3-,121.79,0.03,14.89,(1-),,,0,E2,1,0,0,0.922169,121.79,8.17931,1.41847e-14,Weisskopf E2,0.428571,2.10744e-07,0.0192468,1.0286e-05,1.05424e+29,2.10849e+06,1,1
90rb,37,90,106.9,0.03,258,3-,162.72,0.18,55.82,4-,7e-09,LT,1,M1,0,1,0,0.425532,55.82,1,6.41096e-06,Weisskopf M1,1.28571,20.3325,0.0721528,264.721,8.87726e+21,0.177545,0,1
90rb,37,90,106.9,0.03,258,3-,227.83,0.03,120.93,(2-),,,1,M1,0.145494,0.854506,0,0.962428,136.483,1.12861,6.51862e-05,Weisskopf M1,0.714286,24.4716,0.156314,147.067,7.06505e+21,0.141301,0,0
90rb,37,90,106.9,0.03,258,3-,356.23,0.03,249.33,,,,1,,0.666667,0.333333,0,1.59113,320.597,1.28583,,unknown,1,,0.322283,,,,0,0
90rb,37,90,106.9,0.03,258,3-,536.91,0.06,430.01,,,,1,,0.140912,0.859088,0,1.59593,445.073,1.03503,,unknown,1,,0.55583,,,,0,0
90rb,37,90,106.9,0.03,258,3-,614.42,0.04,507.52,,,,1,,0.892399,0.107601,0,1.76905,602.917,1.18797,,unknown,1,,0.656019,,,,0,0
90rb,37,90,106.9,0.03,258,3-,661.28,0.03,554.38,,,,1,,0.835963,0.164037,0,1.79343,643.744,1.1612,,unknown,1,,0.71659,,,,0,0
90rb,37,90,106.9,0.03,258,3-,676.1,0.05,569.2,,,,1,,0.145299,0.854701,0,1.1453,584.732,1.02729,,unknown,1,,0.735746,,,,0,0
90rb,37,90,106.9,0.03,258,3-,838.2,0.04,731.3,,,,1,,0,1,0,1,731.3,1,,unknown,1,,0.945276,,,,0,0
90rb,37,90,106.9,0.03,258,3-,1127.9,0.2,1021,(5+),7e-09,LT,0,M2,0,1,0,1.42553,1021,1,5.13323e-07,Weisskopf M2,1.57143,0.00594754,1.31974,0.00423349,1.65701e+26,3314.01,0,0
90rb,37,90,106.9,0.03,258,3-,1400.6,0.4,1293.7,,,,1,,0.238847,0.761153,0,1.51241,1319.23,1.01974,,unknown,1,,1.67223,,,,0,0
90rb,37,90,106.9,0.03,258,3-,1780.01,0.03,1673.11,1+,,,0,M2,0.826861,0.173139,0,2.42237,1761.5,1.05283,6.06575e-06,Weisskopf M2,0.428571,0.00713776,2.16266,0.00310045,1.33148e+26,2662.96,0,0
90rb,37,90,106.9,0.03,258,3-,2127.58,0.05,2020.68,1+,,,0,M2,0.913318,0.0866817,0,1.56846,2118.31,1.04832,1.55865e-05,Weisskopf M2,0.428571,0.0125742,2.61192,0.00452242,1.4098e+26,2819.59,0,0
90rb,37,90,106.9,0.03,258,3-,3083.07,0.07,2976.17,1+,,,0,M2,0.664334,0.335666,0,2.65828,3047.19,1.02386,0.000108032,Weisskopf M2,0.428571,0.0401755,3.84699,0.0098105,3.8345e+25,766.899,0,0
90rb,37,90,106.9,0.03,258,3-,3093.74,0.12,2986.84,1+,,,0,M2,0.478537,0.521463,0,2.42268,3038,1.01713,0.000109982,Weisskopf M2,0.428571,0.0406092,3.86078,0.00988097,4.17738e+25,835.476,0,0
83sr,38,83,259.15,0.09,4.95,1/2-,650.81,0.14,391.66,(3/2+ 5/2-),,,1,,0,1,0,1,391.66,1,,unknown,1,,0.527175,,,,0,0
83sr,38,83,259.15,0.09,4.95,1/2-,681.11,0.22,421.96,(3/2-),,,1,M1,0,1,0,1,421.96,1,0.00276928,Weisskopf M1,2,239.088,0.567958,395.45,2.52876e+21,0.0505752,0,0
83sr,38,83,259.15,0.09,4.95,1/2-,753.72,0.15,494.57,(5/2-),,,1,E2,0,1,0,1,494.57,1,5.14752e-07,Weisskopf E2,3,0.0485252,0.665692,0.068477,1.46035e+25,292.069,0,0
85sr,38,85,238.79,0.05,4057.8,1/2-,743.25,0.1,504.46,3/2-,1.2e-13,,1,M1,0,1,0,1,504.46,1,0.00380198,measured,2,229.662,0.670968,321.543,3.11001e+21,0.0622002,0,0
85sr,38,85,238.79,0.05,4057.8,1/2-,767.34,0.08,528.55,5/2+,7e-12,GT,0,M2,1,0,0,1.47651,767.34,1.45178,1.83715e-08,Weisskopf M2,3,0.00151634,0.703009,0.00202621,3.34256e+26,6685.13,0,0
85sr,38,85,238.79,0.05,4057.8,1/2-,785.52,0.12,546.73,(5/2-),,,1,E2,0,1,0,1,546.73,1,8.77226e-07,Weisskopf E2,3,0.0676691,0.72719,0.0874164,1.14395e+25,228.79,0,0
85sr,38,85,238.79,0.05,4057.8,1/2-,936.83,0.1,698.04,5/2-,,,1,E2,0,1,0,1.21997,698.04,1,2.97611e-06,Weisskopf E2,3,0.140836,0.928443,0.142498,5.75233e+24,115.047,0,0
85sr,38,85,238.79,0.05,4057.8,1/2-,1152.73,0.11,913.94,3/2-,1.3e-13,,1,M1,0,1,0,1.10683,913.94,1,0.00314828,measured,2,57.9391,1.21561,44.7744,2.01786e+22,0.403572,0,0
85sr,38,85,238.79,0.05,4057.8,1/2-,1355.15,0.09,1116.36,5/2+,1.3e-13,GE,0,M2,0.636255,0.363745,0,2.00597,1268.29,1.1361,7.72208e-07,Weisskopf M2,3,0.0142873,1.48484,0.00903902,5.5151e+25,1103.02,0,0
85sr,38,85,238.79,0.05,4057.8,1/2-,1403,5,1164.21,1/2+,,,0,E1,0,0,1,0,0,0,2.00789,Weisskopf E1,1,11386.2,1.54848,6907.55,,,0,0
85sr,38,85,238.79,0.05,4057.8,1/2-,1485.7,0.3,1246.91,(3/2+),,,1,E1,0.857143,0.142857,0,1.94193,1451.59,1.16415,2.46689,Weisskopf E1,2,24390.1,1.65848,13815.1,3.72746e+19,0.000745491,0,0
85sr,38,85,238.79,0.05,4057.8,1/2-,1516.9,0.4,1278.11,(1/2 3/2),,,1,,0,1,0,1,1278.11,1,,unknown,1,,1.69998,,,,0,0
85sr,38,85,238.79,0.05,4057.8,1/2-,1559.4,0.4,1320.61,(1/2 3/2),,,1,,0,1,0,1,1320.61,1,,unknown,1,,1.75651,,,,0,0
85sr,38,85,238.79,0.05,4057.8,1/2-,1648.8,1,1410.01,1/2- 3/2-,2e-13,,1,,0,1,0,1,1410.01,1,0.00228119,measured,1,8.81901,1.87541,4.41747,2.26374e+23,4.52748,0,0
85sr,38,85,238.79,0.05,4057.8,1/2-,1842,5,1603.21,1/2+,,,0,E1,0,0,1,0,0,0,5.24344,Weisskopf E1,1,15679.7,2.13238,6907.55,,,0,0
85sr,38,85,238.79,0.05,4057.8,1/2-,2238,5,1999.21,(5/2+),,,0,M2,0,0,1,0,0,0,1.42235e-05,Weisskopf M2,3,0.0820564,2.65909,0.0289888,,,0,0
85sr,38,85,238.79,0.05,4057.8,1/2-,2325.1,0.7,2086.31,(5/2)+,,,0,M2,1,0,0,2.60751,2325.1,1.11446,1.76038e-05,Weisskopf M2,3,0.0932554,2.77494,0.0315697,1.2148e+25,242.959,0,0
85sr,38,85,238.79,0.05,4057.8,1/2-,2496,5,2257.21,1/2+,,,0,E1,0,0,1,0,0,0,14.6339,Weisskopf E1,1,22076,3.00225,6907.55,,,0,0
85sr,38,85,238.79,0.05,4057.8,1/2-,2602,5,2363.21,1/2+,,,0,E1,0,0,1,0,0,0,16.7939,Weisskopf E1,1,23112.7,3.14324,6907.55,,,0,0
85sr,38,85,238.79,0.05,4057.8,1/2-,2748,5,2509.21,1/2+,,,0,E1,0,0,1,0,0,0,20.1028,Weisskopf E1,1,24540.6,3.33743,6907.55,,,0,0
85sr,38,85,238.79,0.05,4057.8,1/2-,2882,5,2643.21,1/2+,,,0,E1,0,0,1,0,0,0,23.4985,Weisskopf E1,1,25851.1,3.51566,6907.55,,,0,0
85sr,38,85,238.79,0.05,4057.8,1/2-,3136,5,2897.21,(1/2+),,,0,E1,0,0,1,0,0,0,30.9446,Weisskopf E1,1,28335.3,3.8535,6907.55,,,0,0
87sr,38,87,388.529,0.0023,10098,1/2-,873.339,0.006,484.81,3/2-,1.7e-12,,1,M1,0,1,0,0.997148,484.81,1,0.000268375,measured,2,17.5522,0.637377,25.8694,3.87663e+22,0.775327,0,0
87sr,38,87,388.529,0.0023,10098,1/2-,1228.43,0.016,839.898,5/2+,1e-12,,0,M2,0.847878,0.152122,0,1.15096,1169.32,1.39222,1.89052e-07,Weisskopf M2,3,0.00617947,1.10421,0.00525715,1.65269e+26,3305.37,0,0
87sr,38,87,388.529,0.0023,10098,1/2-,1253.94,0.013,865.412,5/2-,2.8e-12,,1,E2,0,1,0,1.15629,865.412,1,0.00013729,measured,3,4.22685,1.13775,3.48995,2.47806e+23,4.95612,0,0
87sr,38,87,388.529,0.0023,10098,1/2-,1770.48,0.02,1381.95,5/2+,5.5e-12,,0,M2,0.784906,0.215094,0,1.49737,1686.91,1.22067,2.27987e-06,Weisskopf M2,3,0.0275264,1.81684,0.0142325,4.69233e+25,938.466,0,0
87sr,38,87,388.529,0.0023,10098,1/2-,2110.07,0.02,1721.54,3/2-,9.2e-14,,1,M1,0.00373994,0.99626,0,1.85762,1722.99,1.00084,0.000741928,measured,2,3.84822,2.2633,1.59723,3.37034e+23,6.74069,0,0
87sr,38,87,388.529,0.0023,10098,1/2-,2169.43,0.02,1780.9,1/2+,1.5e-13,GE,0,E1,0,1,0,1.99842,1780.9,1,7.29958,Weisskopf E1,1,17689.7,2.34134,7097.53,7.05027e+19,0.00141005,0,0
87sr,38,87,388.529,0.0023,10098,1/2-,2414.52,0.02,2025.99,3/2- 5/2-,1.3e-13,,1,,0.00547873,0.994521,0,1.1823,2028.12,1.00105,0.00288019,measured,1,5.39322,2.66356,1.90211,4.44669e+23,8.89337,0,0
87sr,38,87,388.529,0.0023,10098,1/2-,2420.4,0.8,2031.87,(5/2-),8e-14,,0,E2,0,1,0,2.08757,2031.87,1,0.000641498,Weisskopf E2,3,3.58284,2.67129,1.25996,3.80191e+23,7.60382,0,0
87sr,38,87,388.529,0.0023,10098,1/2-,2676.88,0.02,2288.35,3/2+,,,1,E1,3.88643e-05,0.999961,0,1.21766,2288.37,1.00001,15.4863,Weisskopf E1,2,45460.5,3.00848,14195.1,5.78544e+19,0.00115709,0,0
87sr,38,87,388.529,0.0023,10098,1/2-,2682,0.5,2293.47,(3/2)+,2.5e-13,,0,E1,0.784906,0.215094,0,2.49668,2598.43,1.13297,15.5904,Weisskopf E1,2,45562.2,3.01521,14195.1,2.82163e+19,0.000564325,0,0
87sr,38,87,388.529,0.0023,10098,1/2-,2921.12,0.05,2532.59,3/2-,,,0,M1,0.00054341,0.999457,0,2.2582,2532.8,1.00008,0.598755,Weisskopf M1,2,1435,3.32958,404.867,1.09377e+21,0.0218754,0,0
87sr,38,87,388.529,0.0023,10098,1/2-,2940.73,0.03,2552.2,1/2+,,,1,E1,0.0365938,0.963406,0,1.04967,2566.42,1.00557,21.4844,Weisskopf E1,1,25351.1,3.35536,7097.53,1.34226e+20,0.00268453,0,0
87sr,38,87,388.529,0.0023,10098,1/2-,3007.21,0.04,2618.68,3/2-,,,1,M1,1.11022e-16,1,0,1.22677,2618.68,1,0.661914,Weisskopf M1,2,1483.78,3.44276,404.867,2.01337e+21,0.0402675,0,0
87sr,38,87,388.529,0.0023,10098,1/2-,3019.21,0.02,2630.68,1/2- 3/2-,,,1,,0.0108512,0.989149,0,1.37904,2634.9,1.0016,,unknown,1,,3.45854,,,,0,0
87sr,38,87,388.529,0.0023,10098,1/2-,3066.36,0.022,2677.83,(1/2- 3/2),,,1,,1.11022e-16,1,0,1.69508,2677.83,1,,unknown,1,,3.52053,,,,0,0
87sr,38,87,388.529,0.0023,10098,1/2-,3125.28,0.04,2736.75,1/2+,,,0,E1,0.224438,0.775562,0,2.03786,2823.95,1.03186,26.4902,Weisskopf E1,1,27184.2,3.59799,7097.53,6.91381e+19,0.00138276,0,0
87sr,38,87,388.529,0.0023,10098,1/2-,3151.57,0.03,2763.04,(3/2)+,,,1,E1,0.306661,0.693339,0,1.63711,2882.19,1.04312,27.2609,Weisskopf E1,2,54890.7,3.63255,14195.1,4.30314e+19,0.000860629,0,0
87sr,38,87,388.529,0.0023,10098,1/2-,3166.38,0.09,2777.85,(5/2)+,,,0,M2,0,0,1,0,0,0,7.48155e-05,Weisskopf M2,3,0.223562,3.65202,0.0575062,,,0,0
87sr,38,87,388.529,0.0023,10098,1/2-,3232.27,0.06,2843.74,(1/2 3/2),,,1,,0,1,0,1,2843.74,1,,unknown,1,,3.73865,,,,0,0
87sr,38,87,388.529,0.0023,10098,1/2-,3258.85,0.03,2870.32,5/2+,,,0,M2,0.398015,0.601985,0,1.91129,3024.96,1.05388,8.8125e-05,Weisskopf M2,3,0.246639,3.77359,0.0613985,8.52148e+24,170.43,0,0
87sr,38,87,388.529,0.0023,10098,1/2-,3277.5,0.05,2888.97,5/2+,,,1,M2,0.121125,0.878875,0,1.87667,2936.03,1.01629,9.10254e-05,Weisskopf M2,3,0.251478,3.79811,0.062199,8.567e+24,171.34,0,0
87sr,38,87,388.529,0.0023,10098,1/2-,3385.32,0.11,2996.79,5/2+,,,0,M2,0,0,1,0,0,0,0.000109327,Weisskopf M2,3,0.280699,3.93986,0.0669283,,,0,0
80y,39,80,228.5,0.1,4.8,(1-),312.6,0.9,84.1,(2+),4.7e-06,,1,E1,0,1,0,0.847458,84.1,1,9.70719e-11,measured,1.66667,0.000175814,0.115302,0.00143241,8.23785e+26,16475.7,0,1
80y,39,80,228.5,0.1,4.8,(1-),324.2,0.8,95.7,(2-),,,1,M1,0,1,0,1,95.7,1,3.23065e-05,Weisskopf M1,1.66667,45.1874,0.131205,323.532,3.09089e+21,0.0618178,0,1
80y,39,80,228.5,0.1,4.8,(1-),455.6,1,227.1,(3+),,,0,M2,0,1,0,1.84746,227.1,1,2.58372e-10,Weisskopf M2,2.33333,8.98445e-05,0.311355,0.000271073,1.99682e+27,39936.5,0,0
80y,39,80,228.5,0.1,4.8,(1-),460.7,0.8,232.2,(3-),,,1,E2,0,1,0,1.90909,232.2,1,1.11803e-08,Weisskopf E2,2.33333,0.00371885,0.318348,0.0109738,4.77327e+25,954.654,0,0
80y,39,80,228.5,0.1,4.8,(1-),623,0.5,394.5,(1+),,,0,E1,0,1,0,1.84746,394.5,1,0.0750297,Weisskopf E1,1,3705.46,0.540862,6435.86,8.41044e+19,0.00168209,0,0
83y,39,83,62.04,0.1,171,3/2-,97.11,0.15,35.07,5/2+,9.8e-09,,0,E1,1,0,0,0.457666,97.11,2.76903,5.40205e-05,Weisskopf E1,1.5,506.385,0.0472042,10077.5,2.16821e+20,0.00433641,0,1
83y,39,83,62.04,0.1,171,3/2-,117.6,0.1,55.56,(1/2-),,,1,M1,0,1,0,0.510986,55.56,1,6.3218e-06,Weisskopf M1,0.5,7.87026,0.0747838,98.8626,1.97951e+22,0.395903,0,1
83y,39,83,62.04,0.1,171,3/2-,144.99,0.04,82.95,7/2+,1.19e-10,,0,M2,1,0,0,0.935454,144.99,1.74792,1.72148e-12,Weisskopf M2,2,3.84593e-06,0.111651,3.23586e-05,3.3036e+28,660720,0,1
83y,39,83,62.04,0.1,171,3/2-,167.01,0.09,104.97,5/2-,7.6e-10,LT,1,M1,0.0142113,0.985789,0,0.868165,105.852,1.0084,4.26333e-05,Weisskopf M1,1.5,44.6081,0.14129,296.588,3.88369e+21,0.0776738,0,0
83y,39,83,62.04,0.1,171,3/2-,331.66,0.14,269.62,(5/2+),,,0,E1,0.933087,0.0669125,0,1.50218,327.509,1.2147,0.0245475,Weisskopf E1,1.5,3893.12,0.362909,10077.5,6.60583e+19,0.00132117,0,0
83y,39,83,62.04,0.1,171,3/2-,421.81,0.1,359.77,(3/2-),,,1,M1,0.0607345,0.939266,0,1.48479,363.538,1.01047,0.00171644,Weisskopf M1,1,101.925,0.484251,197.725,3.40621e+21,0.0681243,0,0
83y,39,83,62.04,0.1,171,3/2-,436.57,0.12,374.53,(5/2),,,1,,0.00391325,0.996087,0,1.23906,374.773,1.00065,,unknown,1.5,,0.504118,,,,0,0
83y,39,83,62.04,0.1,171,3/2-,537.12,0.09,475.08,7/2-,8e-12,,1,E2,0.0687254,0.931275,0,1.59418,479.344,1.00897,1.85779e-05,measured,2,1.26531,0.639458,1.8588,3.37464e+23,6.74929,0,0
83y,39,83,62.04,0.1,171,3/2-,564.59,0.16,502.55,(1/2- 3/2 5/2-),,,1,,0.00402516,0.995975,0,1.31678,502.8,1.0005,,unknown,1,,0.676433,,,,0,0
83y,39,83,62.04,0.1,171,3/2-,565.56,0.18,503.52,(3/2-),,,1,M1,0.00222922,0.997771,0,1.31653,503.658,1.00027,0.00470548,Weisskopf M1,1,142.651,0.677738,197.725,3.84155e+21,0.0768311,0,0
83y,39,83,62.04,0.1,171,3/2-,642.42,0.15,580.38,(3/2 5/2-),,,1,,0.0841054,0.915895,0,1.80473,585.598,1.00899,,unknown,1,,0.781192,,,,0,0
83y,39,83,62.04,0.1,171,3/2-,722.28,0.15,660.24,(3/2- 5/2),,,1,,0.0137972,0.986203,0,1.44669,661.096,1.0013,,unknown,1,,0.888684,,,,0,0
83y,39,83,62.04,0.1,171,3/2-,855.59,0.13,793.55,(3/2),,,1,,0.0735496,0.92645,0,1.56138,798.113,1.00575,,unknown,1,,1.06812,,,,0,0
83y,39,83,62.04,0.1,171,3/2-,1249.82,0.16,1187.78,(3/2-),,,0,M1,0.026438,0.973562,0,1.93054,1189.42,1.00138,0.0617678,Weisskopf M1,1,336.506,1.59875,197.725,2.61975e+21,0.0523949,0,0
83y,39,83,62.04,0.1,171,3/2-,2083.13,0.16,2021.09,(3/2-),,,1,M1,0.0885505,0.911449,0,1.91555,2026.58,1.00272,0.304306,Weisskopf M1,1,572.588,2.72039,197.725,2.64024e+21,0.0528048,0,0
83y,39,83,62.04,0.1,171,3/2-,2136.91,0.17,2074.87,(3/2),,,1,,0.0374106,0.962589,0,1.96848,2077.19,1.00112,,unknown,1,,2.79278,,,,0,0
84y,39,84,67,0.2,4.6,1+,130.4,0.3,63.4,(2-),,,1,E1,0,1,0,0.710732,63.4,1,0.000321726,Weisskopf E1,1.66667,1025.32,0.084827,11354.7,1.23913e+20,0.00247827,0,1
84y,39,84,67,0.2,4.6,1+,198.53,0.17,131.53,,,,1,,0.568182,0.431818,0,1.90359,169.598,1.28943,,unknown,1,,0.175983,,,,0,0
85y,39,85,19.68,0.17,17496,(9/2)+,266.18,0.1,246.5,(5/2)-,1.78e-07,,0,M2,1,0,0,0.970026,266.18,1.07984,4.0532e-10,Weisskopf M2,0.6,3.07623e-05,0.327863,8.81408e-05,1.16961e+28,233921,0,0
85y,39,85,19.68,0.17,17496,(9/2)+,435.95,0.18,416.27,(5/2)+,,,1,E2,0,1,0,0.993128,416.27,1,2.24452e-07,Weisskopf E2,0.6,0.00597347,0.553669,0.0101351,9.93499e+25,1987,0,0
85y,39,85,19.68,0.17,17496,(9/2)+,473.89,0.18,454.21,(7/2)+,,,1,M1,0,1,0,0.996383,454.21,1,0.00345401,Weisskopf M1,0.8,102.945,0.604132,160.075,6.26976e+21,0.125395,0,0
85y,39,85,19.68,0.17,17496,(9/2)+,793.88,0.2,774.2,(LE 9/2),,,1,,0,1,0,1.94471,774.2,1,,unknown,1,,1.02974,,,,0,0
85y,39,85,19.68,0.17,17496,(9/2)+,814.66,0.17,794.98,(13/2)+,2.36e-12,,1,E2,0,1,0,1,794.98,1,0.000193321,measured,1.4,3.29153,1.05738,2.92427,3.41966e+23,6.83932,0,0
85y,39,85,19.68,0.17,17496,(9/2)+,888.68,0.14,869,(7/2-),,,0,E1,0.990099,0.00990099,0,1.97029,888.485,1.02242,0.835034,Weisskopf E1,0.8,6799.2,1.15583,5526.04,9.18453e+19,0.00183691,0,0
85y,39,85,19.68,0.17,17496,(9/2)+,930.2,0.2,910.52,(9/2+),,,1,M1,0,1,0,1.19285,910.52,1,0.0278242,Weisskopf M1,1,257.956,1.21106,200.093,4.18969e+21,0.0837939,0,0
85y,39,85,19.68,0.17,17496,(9/2)+,1010.42,0.19,990.74,(11/2-),,,1,E1,0,1,0,1.12996,990.74,1,1.23744,Weisskopf E1,1.2,11627.6,1.31775,8289.05,1.06765e+20,0.00213531,0,0
85y,39,85,19.68,0.17,17496,(9/2)+,1030.4,0.5,1010.72,(5/2+:13/2+),,,1,E2,0,1,0,1,1010.72,1,1.89409e-05,Weisskopf E2,0.6,0.0855055,1.34433,0.0597501,1.67364e+25,334.727,0,0
85y,39,85,19.68,0.17,17496,(9/2)+,1140.17,0.14,1120.49,(9/2-),,,0,E1,1,0,0,1.97003,1140.17,1.01756,1.79007,Weisskopf E1,1,10958.6,1.49033,6907.55,7.34859e+19,0.00146972,0,0
85y,39,85,19.68,0.17,17496,(9/2)+,1179.59,0.18,1159.91,(11/2+),,,1,M1,0,1,0,1.59773,1159.91,1,0.057521,Weisskopf M1,1.2,394.332,1.54276,240.112,2.60665e+21,0.052133,0,0
85y,39,85,19.68,0.17,17496,(9/2)+,1218.12,0.19,1198.44,(5/2+ 7/2 9/2+),,,1,,1.11022e-16,1,0,1.35868,1198.44,1,,unknown,1,,1.59401,,,,0,0
85y,39,85,19.68,0.17,17496,(9/2)+,1310.8,0.3,1291.12,(5/2+ 7/2 9/2+),,,1,,1.11022e-16,1,0,1.67063,1291.12,1,,unknown,1,,1.71728,,,,0,0
